Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T133_001,SE_T133_002,SE_T133_003,SE_T133_004,SE_T133_005,ACS12_5yr_B16004001,ACS12_5yr_B16004002,ACS12_5yr_B16004003,ACS12_5yr_B16004004,ACS12_5yr_B16004005,ACS12_5yr_B16004006,ACS12_5yr_B16004007,ACS12_5yr_B16004008,ACS12_5yr_B16004009,ACS12_5yr_B16004010,ACS12_5yr_B16004011,ACS12_5yr_B16004012,ACS12_5yr_B16004013,ACS12_5yr_B16004014,ACS12_5yr_B16004015,ACS12_5yr_B16004016,ACS12_5yr_B16004017,ACS12_5yr_B16004018,ACS12_5yr_B16004019,ACS12_5yr_B16004020,ACS12_5yr_B16004021,ACS12_5yr_B16004022,ACS12_5yr_B16004023,ACS12_5yr_B16004024,ACS12_5yr_B16004025,ACS12_5yr_B16004026,ACS12_5yr_B16004027,ACS12_5yr_B16004028,ACS12_5yr_B16004029,ACS12_5yr_B16004030,ACS12_5yr_B16004031,ACS12_5yr_B16004032,ACS12_5yr_B16004033,ACS12_5yr_B16004034,ACS12_5yr_B16004035,ACS12_5yr_B16004036,ACS12_5yr_B16004037,ACS12_5yr_B16004038,ACS12_5yr_B16004039,ACS12_5yr_B16004040,ACS12_5yr_B16004041,ACS12_5yr_B16004042,ACS12_5yr_B16004043,ACS12_5yr_B16004044,ACS12_5yr_B16004045,ACS12_5yr_B16004046,ACS12_5yr_B16004047,ACS12_5yr_B16004048,ACS12_5yr_B16004049,ACS12_5yr_B16004050,ACS12_5yr_B16004051,ACS12_5yr_B16004052,ACS12_5yr_B16004053,ACS12_5yr_B16004054,ACS12_5yr_B16004055,ACS12_5yr_B16004056,ACS12_5yr_B16004057,ACS12_5yr_B16004058,ACS12_5yr_B16004059,ACS12_5yr_B16004060,ACS12_5yr_B16004061,ACS12_5yr_B16004062,ACS12_5yr_B16004063,ACS12_5yr_B16004064,ACS12_5yr_B16004065,ACS12_5yr_B16004066,ACS12_5yr_B16004067,ACS12_5yr_B16004001s,ACS12_5yr_B16004002s,ACS12_5yr_B16004003s,ACS12_5yr_B16004004s,ACS12_5yr_B16004005s,ACS12_5yr_B16004006s,ACS12_5yr_B16004007s,ACS12_5yr_B16004008s,ACS12_5yr_B16004009s,ACS12_5yr_B16004010s,ACS12_5yr_B16004011s,ACS12_5yr_B16004012s,ACS12_5yr_B16004013s,ACS12_5yr_B16004014s,ACS12_5yr_B16004015s,ACS12_5yr_B16004016s,ACS12_5yr_B16004017s,ACS12_5yr_B16004018s,ACS12_5yr_B16004019s,ACS12_5yr_B16004020s,ACS12_5yr_B16004021s,ACS12_5yr_B16004022s,ACS12_5yr_B16004023s,ACS12_5yr_B16004024s,ACS12_5yr_B16004025s,ACS12_5yr_B16004026s,ACS12_5yr_B16004027s,ACS12_5yr_B16004028s,ACS12_5yr_B16004029s,ACS12_5yr_B16004030s,ACS12_5yr_B16004031s,ACS12_5yr_B16004032s,ACS12_5yr_B16004033s,ACS12_5yr_B16004034s,ACS12_5yr_B16004035s,ACS12_5yr_B16004036s,ACS12_5yr_B16004037s,ACS12_5yr_B16004038s,ACS12_5yr_B16004039s,ACS12_5yr_B16004040s,ACS12_5yr_B16004041s,ACS12_5yr_B16004042s,ACS12_5yr_B16004043s,ACS12_5yr_B16004044s,ACS12_5yr_B16004045s,ACS12_5yr_B16004046s,ACS12_5yr_B16004047s,ACS12_5yr_B16004048s,ACS12_5yr_B16004049s,ACS12_5yr_B16004050s,ACS12_5yr_B16004051s,ACS12_5yr_B16004052s,ACS12_5yr_B16004053s,ACS12_5yr_B16004054s,ACS12_5yr_B16004055s,ACS12_5yr_B16004056s,ACS12_5yr_B16004057s,ACS12_5yr_B16004058s,ACS12_5yr_B16004059s,ACS12_5yr_B16004060s,ACS12_5yr_B16004061s,ACS12_5yr_B16004062s,ACS12_5yr_B16004063s,ACS12_5yr_B16004064s,ACS12_5yr_B16004065s,ACS12_5yr_B16004066s,ACS12_5yr_B16004067s
29189214100,14000US29189214100,"Census Tract 2141, St. Louis County, Missouri","Census Tract 2141, St. Louis County, Missouri",mo,140,0,ACSSF,11276,,,,,29,189,,,,214100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,85,48,47,20,17,42,67,59,14,68,52,21,6,0,9,0,1548,1548,0,0,0,1488,379,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6969697,49.6969697,49.6969697,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,95.75757576,95.75757576,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,28.48484848,28.48484848,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189214200,14000US29189214200,"Census Tract 2142, St. Louis County, Missouri","Census Tract 2142, St. Louis County, Missouri",mo,140,0,ACSSF,11277,,,,,29,189,,,,214200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,203,103,134,112,138,88,81,83,92,201,121,68,5,20,15,0,3820,3799,21,11,10,3530,572,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,2477,45,22,23,0,0,13,13,0,0,0,0,0,0,0,0,10,10,0,0,0,413,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.8787879,113.3333333,113.3333333,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,148.4848485,143.030303,26.66666667,17.57575758,20.60606061,6.666666667,6.666666667,7.272727273,7.272727273,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,9.090909091,9.090909091,6.666666667,6.666666667,6.666666667,27.87878788,27.87878788,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189214300,14000US29189214300,"Census Tract 2143, St. Louis County, Missouri","Census Tract 2143, St. Louis County, Missouri",mo,140,0,ACSSF,11278,,,,,29,189,,,,214300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539,209,117,136,76,88,191,62,78,101,139,77,145,90,25,5,0,3664,3500,164,50,114,3311,539,525,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406,2263,86,28,23,29,6,30,30,0,0,0,5,5,0,0,0,22,13,9,0,0,366,350,0,0,0,0,0,5,5,0,0,0,11,0,3,0,8,0,0,0,0,0,133.3333333,87.27272727,87.27272727,9.696969697,9.696969697,2.424242424,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,109.0909091,110.3030303,31.51515152,12.72727273,12.12121212,14.54545455,6.060606061,21.81818182,21.81818182,6.666666667,6.666666667,6.666666667,5.454545455,5.454545455,6.666666667,6.666666667,6.666666667,10.3030303,6.666666667,5.454545455,6.666666667,6.666666667,28.48484848,30.90909091,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,4.242424242,4.242424242,6.666666667,6.666666667,6.666666667,8.484848485,6.666666667,2.424242424,6.666666667,8.484848485,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189214400,14000US29189214400,"Census Tract 2144, St. Louis County, Missouri","Census Tract 2144, St. Louis County, Missouri",mo,140,0,ACSSF,11279,,,,,29,189,,,,214400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,58,194,93,138,147,105,154,227,108,247,253,236,75,36,6,3,5214,4609,605,145,460,4996,1109,959,100,100,0,0,0,47,47,0,0,0,0,0,0,0,0,3,3,0,0,0,3378,2812,210,90,118,2,0,310,267,41,2,0,30,15,11,4,0,16,16,0,0,0,509,498,2,2,0,0,0,5,3,0,0,2,4,0,4,0,0,0,0,0,0,0,302.4242424,233.9393939,231.5151515,57.57575758,57.57575758,9.696969697,9.696969697,9.696969697,38.18181818,38.18181818,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,3.03030303,3.03030303,9.696969697,9.696969697,9.696969697,161.8181818,230.9090909,76.36363636,33.93939394,65.45454545,2.424242424,9.696969697,184.8484848,182.4242424,30.90909091,3.03030303,9.696969697,23.63636364,16.96969697,7.272727273,4.242424242,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,62.42424242,65.45454545,2.424242424,2.424242424,9.696969697,9.696969697,9.696969697,3.636363636,3.03030303,9.696969697,9.696969697,1.818181818,6.666666667,9.696969697,6.666666667,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697
29189214500,14000US29189214500,"Census Tract 2145, St. Louis County, Missouri","Census Tract 2145, St. Louis County, Missouri",mo,140,0,ACSSF,11280,,,,,29,189,,,,214500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,63,67,49,111,105,94,53,55,150,147,200,133,112,27,28,7,3302,3074,228,170,58,3072,529,512,0,0,0,0,0,0,0,0,0,0,17,0,6,11,0,0,0,0,0,0,2097,1822,74,49,13,12,0,36,36,0,0,0,101,56,13,9,23,64,6,52,6,0,446,391,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6666667,86.66666667,89.6969697,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,13.93939394,6.666666667,10.3030303,10.90909091,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,106.0606061,114.5454545,38.18181818,29.09090909,11.51515152,12.12121212,6.666666667,33.33333333,33.33333333,6.666666667,6.666666667,6.666666667,43.03030303,32.12121212,12.12121212,9.090909091,18.18181818,45.45454545,8.484848485,42.42424242,7.878787879,6.666666667,24.84848485,43.03030303,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,38.78787879,38.78787879,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189214601,14000US29189214601,"Census Tract 2146.01, St. Louis County, Missouri","Census Tract 2146.01, St. Louis County, Missouri",mo,140,0,ACSSF,11281,,,,,29,189,,,,214601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636,199,94,42,117,128,50,104,67,122,156,139,319,36,18,18,27,3757,3648,109,62,47,3480,561,523,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436,2289,45,31,0,14,0,14,14,0,0,0,57,57,0,0,0,31,15,16,0,0,483,458,0,0,0,0,0,16,16,0,0,0,9,0,0,9,0,0,0,0,0,0,222.4242424,122.4242424,118.1818182,29.09090909,6.666666667,29.09090909,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,141.2121212,136.3636364,24.84848485,20,6.666666667,13.93939394,6.666666667,13.93939394,13.93939394,6.666666667,6.666666667,6.666666667,41.81818182,41.81818182,6.666666667,6.666666667,6.666666667,18.18181818,16.96969697,15.15151515,6.666666667,6.666666667,70.90909091,70.3030303,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,14.54545455,14.54545455,6.666666667,6.666666667,6.666666667,9.696969697,6.666666667,6.666666667,9.696969697,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189214602,14000US29189214602,"Census Tract 2146.02, St. Louis County, Missouri","Census Tract 2146.02, St. Louis County, Missouri",mo,140,0,ACSSF,11282,,,,,29,189,,,,214602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,70,83,57,150,125,176,111,70,109,134,155,145,193,28,18,6,3844,3692,152,55,97,3463,500,398,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2279,114,50,7,57,0,55,41,14,0,0,55,39,16,0,0,0,0,0,0,0,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.8484848,73.33333333,72.12121212,71.51515152,71.51515152,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,128.4848485,139.3939394,60,30.3030303,7.878787879,47.87878788,6.666666667,43.03030303,41.21212121,13.93939394,6.666666667,6.666666667,40,27.87878788,15.15151515,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,29.09090909,29.09090909,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189214700,14000US29189214700,"Census Tract 2147, St. Louis County, Missouri","Census Tract 2147, St. Louis County, Missouri",mo,140,0,ACSSF,11283,,,,,29,189,,,,214700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749,195,259,130,333,134,333,114,297,67,246,115,386,92,48,0,0,6877,6605,272,79,193,6386,1337,1252,85,55,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,4049,262,79,69,91,23,9,9,0,0,0,13,13,0,0,0,0,0,0,0,0,716,695,0,0,0,0,0,21,11,0,10,0,0,0,0,0,0,0,0,0,0,0,338.1818182,169.0909091,167.8787879,38.18181818,34.54545455,9.696969697,24.24242424,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,235.1515152,238.7878788,50.90909091,35.75757576,24.84848485,40,20,8.484848485,8.484848485,9.696969697,9.696969697,9.696969697,12.72727273,12.72727273,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,64.84848485,64.24242424,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,12.72727273,9.090909091,9.696969697,10.3030303,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697
29189214800,14000US29189214800,"Census Tract 2148, St. Louis County, Missouri","Census Tract 2148, St. Louis County, Missouri",mo,140,0,ACSSF,11284,,,,,29,189,,,,214800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2643,283,147,230,267,116,174,162,152,179,223,283,253,114,60,0,0,5588,5232,356,246,110,5323,850,767,83,67,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615,3266,184,81,77,26,0,33,17,0,16,0,96,0,80,16,0,36,19,17,0,0,858,841,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,0,16,0,0,205.4545455,81.81818182,111.5151515,60.60606061,57.57575758,14.54545455,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,190.9090909,215.1515152,85.45454545,43.63636364,48.48484848,22.42424242,9.696969697,22.42424242,16.36363636,9.696969697,14.54545455,9.696969697,55.15151515,9.696969697,46.66666667,16.36363636,9.696969697,34.54545455,18.78787879,15.75757576,9.696969697,9.696969697,79.39393939,81.21212121,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,2.424242424,2.424242424,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,15.75757576,9.696969697,15.75757576,9.696969697,9.696969697
29189214900,14000US29189214900,"Census Tract 2149, St. Louis County, Missouri","Census Tract 2149, St. Louis County, Missouri",mo,140,0,ACSSF,11285,,,,,29,189,,,,214900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035,131,160,353,344,113,245,232,234,227,235,131,275,209,126,20,0,6624,5926,698,165,533,6284,1070,938,132,95,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402,3680,431,137,77,206,11,143,82,61,0,0,62,11,11,40,0,86,86,0,0,0,812,798,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,267.2727273,181.2121212,176.969697,65.45454545,55.75757576,32.72727273,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,191.5151515,209.6969697,133.9393939,77.57575758,30.3030303,107.2727273,10.3030303,41.81818182,27.87878788,20.60606061,9.696969697,9.696969697,51.51515152,10.90909091,13.33333333,41.21212121,9.696969697,62.42424242,62.42424242,9.696969697,9.696969697,9.696969697,75.15151515,75.15151515,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,12.72727273,9.696969697,12.72727273,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697
29189215001,14000US29189215001,"Census Tract 2150.01, St. Louis County, Missouri","Census Tract 2150.01, St. Louis County, Missouri",mo,140,0,ACSSF,11286,,,,,29,189,,,,215001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317,22,98,50,87,30,75,40,74,35,100,198,253,140,27,22,66,3003,1832,1171,319,852,2841,364,220,37,37,0,0,0,45,37,0,8,0,62,21,12,29,0,0,0,0,0,0,2265,1196,280,89,63,97,31,471,313,111,47,0,305,148,117,16,24,13,0,13,0,0,212,204,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,187.2727273,70.3030303,63.03030303,31.51515152,31.51515152,6.666666667,6.666666667,6.666666667,20.60606061,19.39393939,6.666666667,7.272727273,6.666666667,32.12121212,15.15151515,10.90909091,18.78787879,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,170.9090909,123.6363636,109.6969697,49.6969697,21.81818182,50.90909091,19.39393939,181.2121212,176.969697,40.60606061,36.36363636,6.666666667,84.84848485,44.24242424,47.87878788,14.54545455,16.36363636,12.72727273,6.666666667,12.72727273,6.666666667,6.666666667,27.87878788,29.6969697,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,7.878787879,6.666666667,6.666666667,6.666666667,7.878787879,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189215003,14000US29189215003,"Census Tract 2150.03, St. Louis County, Missouri","Census Tract 2150.03, St. Louis County, Missouri",mo,140,0,ACSSF,11287,,,,,29,189,,,,215003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,69,61,83,108,65,35,53,9,65,165,272,321,267,139,71,162,4367,3901,466,322,144,4078,438,423,9,9,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,2495,2263,72,39,10,23,0,141,48,26,67,0,19,14,5,0,0,0,0,0,0,0,1145,1027,27,17,10,0,0,46,46,0,0,0,45,36,0,9,0,0,0,0,0,0,152.1212121,95.75757576,93.93939394,8.484848485,8.484848485,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.060606061,6.666666667,6.666666667,6.060606061,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,104.2424242,125.4545455,33.93939394,21.21212121,9.090909091,21.81818182,6.666666667,59.39393939,21.81818182,16.96969697,52.72727273,6.666666667,14.54545455,12.72727273,6.060606061,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,77.57575758,84.24242424,18.78787879,16.36363636,9.090909091,6.666666667,6.666666667,35.15151515,35.15151515,6.666666667,6.666666667,6.666666667,29.09090909,27.87878788,6.666666667,8.484848485,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189215004,14000US29189215004,"Census Tract 2150.04, St. Louis County, Missouri","Census Tract 2150.04, St. Louis County, Missouri",mo,140,0,ACSSF,11288,,,,,29,189,,,,215004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618,224,168,110,173,53,34,186,41,13,85,101,112,158,92,50,18,2854,2178,676,455,221,2748,240,145,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,27,27,0,0,0,1697,1375,24,0,23,1,0,211,138,43,30,0,60,46,6,8,0,27,27,0,0,0,811,409,0,0,0,0,0,402,61,97,206,38,0,0,0,0,0,0,0,0,0,0,186.0606061,77.57575758,45.45454545,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,53.33333333,53.33333333,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,26.06060606,26.06060606,6.666666667,6.666666667,6.666666667,127.2727273,113.9393939,16.96969697,6.666666667,16.96969697,1.818181818,6.666666667,73.93939394,60,29.09090909,27.27272727,6.666666667,46.66666667,40.60606061,14.54545455,9.090909091,6.666666667,24.84848485,24.84848485,6.666666667,6.666666667,6.666666667,112.1212121,88.48484848,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,75.75757576,29.6969697,46.66666667,84.84848485,22.42424242,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
29189215005,14000US29189215005,"Census Tract 2150.05, St. Louis County, Missouri","Census Tract 2150.05, St. Louis County, Missouri",mo,140,0,ACSSF,11289,,,,,29,189,,,,215005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,195,189,121,92,161,122,109,262,63,264,256,490,90,127,106,53,5696,4354,1342,504,838,5384,707,624,10,10,0,0,0,54,54,0,0,0,19,0,19,0,0,0,0,0,0,0,3310,2367,148,148,0,0,0,418,258,36,24,100,269,124,86,59,0,108,55,41,12,0,1367,1154,0,0,0,0,0,182,82,17,0,83,0,0,0,0,0,31,31,0,0,0,286.0606061,160.6060606,158.1818182,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,38.78787879,38.78787879,9.696969697,9.696969697,9.696969697,18.18181818,9.696969697,18.18181818,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,236.3636364,189.6969697,80,80,9.696969697,9.696969697,9.696969697,137.5757576,104.8484848,24.84848485,24.24242424,90.90909091,83.03030303,48.48484848,55.15151515,44.24242424,9.696969697,60,44.84848485,30.90909091,10.90909091,9.696969697,194.5454545,197.5757576,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,86.06060606,37.57575758,15.75757576,9.696969697,76.36363636,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,21.21212121,21.21212121,9.696969697,9.696969697,9.696969697
29189215102,14000US29189215102,"Census Tract 2151.02, St. Louis County, Missouri","Census Tract 2151.02, St. Louis County, Missouri",mo,140,0,ACSSF,11290,,,,,29,189,,,,215102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208,63,49,127,37,14,34,76,109,135,180,198,467,172,286,183,78,5063,4171,892,347,545,4850,864,615,151,132,0,19,0,51,51,0,0,0,47,47,0,0,0,0,0,0,0,0,3164,2490,188,58,77,53,0,248,147,76,25,0,238,203,0,35,0,0,0,0,0,0,822,683,57,9,0,0,48,25,0,0,8,17,57,15,15,27,0,0,0,0,0,0,300.6060606,170.3030303,181.2121212,75.75757576,73.93939394,9.696969697,17.57575758,9.696969697,27.27272727,27.27272727,9.696969697,9.696969697,9.696969697,26.66666667,26.66666667,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,186.6666667,189.6969697,80.60606061,35.15151515,43.63636364,36.96969697,9.696969697,89.6969697,46.66666667,40.60606061,25.45454545,9.696969697,83.03030303,77.57575758,9.696969697,31.51515152,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,31.51515152,55.15151515,34.54545455,8.484848485,9.696969697,9.696969697,35.15151515,18.78787879,9.696969697,9.696969697,7.878787879,16.36363636,35.15151515,16.36363636,16.96969697,24.24242424,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697,9.696969697
29189215103,14000US29189215103,"Census Tract 2151.03, St. Louis County, Missouri","Census Tract 2151.03, St. Louis County, Missouri",mo,140,0,ACSSF,11291,,,,,29,189,,,,215103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,15,9,45,21,98,6,28,57,30,78,160,166,89,99,46,45,2274,1824,450,168,282,2144,389,257,33,33,0,0,0,28,28,0,0,0,45,13,32,0,0,26,0,26,0,0,1287,965,52,43,9,0,0,135,67,57,11,0,106,16,24,66,0,29,12,17,0,0,468,453,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,120.6060606,69.6969697,52.72727273,30.3030303,30.3030303,6.666666667,6.666666667,6.666666667,17.57575758,17.57575758,6.666666667,6.666666667,6.666666667,25.45454545,9.696969697,23.03030303,6.666666667,6.666666667,25.45454545,6.666666667,25.45454545,6.666666667,6.666666667,85.45454545,84.24242424,36.96969697,36.36363636,10.3030303,6.666666667,6.666666667,55.15151515,38.78787879,25.45454545,10.3030303,6.666666667,49.6969697,10.90909091,13.93939394,40,6.666666667,18.18181818,13.93939394,16.96969697,6.666666667,6.666666667,49.6969697,49.6969697,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,9.696969697,9.696969697,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
